item,itemLabel,image,article,opphavslandLabel,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q1135818","Koreansk hund","http://commons.wikimedia.org/wiki/Special:FilePath/Korean%20Yellow%20Spitz%2C%20Gyeyang%2C%20South%20Korea%2C%2029%20August%202022%202.jpg","https://no.wikipedia.org/wiki/Koreansk_hund","Sør-Korea","배부른 아이","CC BY 2.0 kr","https://creativecommons.org/licenses/by/2.0/kr/deed.en"
"http://www.wikidata.org/entity/Q38074","Kretahund","http://commons.wikimedia.org/wiki/Special:FilePath/Kritikosichnilatis%201.jpg","https://no.wikipedia.org/wiki/Kretahund","","www.kritikosichnilatis.gr","Copyrighted free use",""
"http://www.wikidata.org/entity/Q38726","Labrador retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Yellow%20Labrador%20Retriever%202.jpg","https://nn.wikipedia.org/wiki/Labrador_retriever","Canada / England / Storbritannia","SixtyWeb","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37815","Laekenois","http://commons.wikimedia.org/wiki/Special:FilePath/Belgian%20Laekenois%20600.jpg","https://no.wikipedia.org/wiki/Laekenois","Belgia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38910","Lagotto romagnolo","http://commons.wikimedia.org/wiki/Special:FilePath/Lagotto%20Romagnolo.jpg","https://no.wikipedia.org/wiki/Lagotto_romagnolo","Italia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37972","Lancashire heeler","http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%201%2C%20LANCASHIRE%20HEELER%2C%20NO%20UCH%20NO%20V-14%20NO%20V-15%20SE%20UCH%20St%C3%A5hlskyttens%20Longed%20For%20Antony%20%2824284065606%29.jpg","https://no.wikipedia.org/wiki/Lancashire_heeler","England","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38950","Landseer","http://commons.wikimedia.org/wiki/Special:FilePath/Landseer.jpg","https://nn.wikipedia.org/wiki/Landseer","","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38362","Lapsk vallhund","http://commons.wikimedia.org/wiki/Special:FilePath/Lapskvallhund.jpg","https://no.wikipedia.org/wiki/Lapsk_vallhund","Finland","Patrik Fors","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38487","Leonberger","http://commons.wikimedia.org/wiki/Special:FilePath/Leonberger%20male.jpg","https://no.wikipedia.org/wiki/Leonberger","Tyskland","Kurre92","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38352","Lhasa apso","http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%209%2C%20LHASA%20APSO%2C%20DK%20JV-13%20DK%20V-14%20DK%20V-15%20NO%20UCH%20NO%20V-15%20SE%20UCH%20Chic%20Choix%20Some%20Like%20It%20Chic%20%2824014621720%29.jpg","https://no.wikipedia.org/wiki/Lhasa_apso","Tibet","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38027","Løwchen","http://commons.wikimedia.org/wiki/Special:FilePath/LowchenFemale.jpg","https://no.wikipedia.org/wiki/L%C3%B8wchen","Europa","Jappitoo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38494","Malinois","http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%201%2C%20BELGISK%20VALLHUND%2C%20MALINOIS%2C%20Krokasmedens%20Epic%20%2824014622180%29.jpg","https://no.wikipedia.org/wiki/Malinois","Belgia","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38751","Malteser","http://commons.wikimedia.org/wiki/Special:FilePath/Maltezer%20Vereniging%20Belgie.jpg","https://no.wikipedia.org/wiki/Malteser","","Maltezervereniging","Public domain",""
"http://www.wikidata.org/entity/Q38387","Manchester terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Manchesterterrier.jpg","https://no.wikipedia.org/wiki/Manchester_terrier","England","","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q21074","Maremma","http://commons.wikimedia.org/wiki/Special:FilePath/Cane%20Pastore%20Abruzzese%20Abruzzo.jpg","https://no.wikipedia.org/wiki/Maremma_(hund)","Italia","The original uploader was MGerety at English Wikipedia .","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38856","Meksikansk nakenhund","http://commons.wikimedia.org/wiki/Special:FilePath/XoloLarge1.jpg","https://no.wikipedia.org/wiki/Meksikansk_nakenhund","Mexico","Canarian","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q13217219","Molossushund","http://commons.wikimedia.org/wiki/Special:FilePath/Molossian%20Hound%2C%20British%20Museum.jpg","https://nn.wikipedia.org/wiki/Molossushund","Epirus","Photograph by Mike Peel ( www.mikepeel.net ).","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38698","Mops","http://commons.wikimedia.org/wiki/Special:FilePath/2.5-year-old%20fawn%20male%20pug.jpg","https://nn.wikipedia.org/wiki/Mops","Kina","Abuk SABUK","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38518","Moskovaisk vakthund","http://commons.wikimedia.org/wiki/Special:FilePath/Moscowwatchdog.jpg","https://no.wikipedia.org/wiki/Moskovaisk_vakthund","Sovjetunionen","Canarian","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37670","Mudhol","http://commons.wikimedia.org/wiki/Special:FilePath/Caravan%20hound%20Closeupfire.jpg","https://no.wikipedia.org/wiki/Mudhol","India","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38690","Mudi","http://commons.wikimedia.org/wiki/Special:FilePath/Hondenras%20Mudi.jpg","https://no.wikipedia.org/wiki/Mudi","Ungarn","Vulpes at Dutch Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q1958596","Nakenhund","http://commons.wikimedia.org/wiki/Special:FilePath/MexicaanseHairless.jpg","https://no.wikipedia.org/wiki/Nakenhunder","","Vanzetti","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38529","Napolitansk mastiff","http://commons.wikimedia.org/wiki/Special:FilePath/Neapolitan%20Mastiff%20Male%20Head.JPG","https://no.wikipedia.org/wiki/Napolitansk_mastiff","Romarriket","Philip Thompson","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38425","New Zealand Huntaway","http://commons.wikimedia.org/wiki/Special:FilePath/Huntaway.JPG","https://no.wikipedia.org/wiki/New_zealand_huntaway","New Zealand","Cgoodwin","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q38706","Newfoundlandshund","http://commons.wikimedia.org/wiki/Special:FilePath/201210071658d.jpg","https://no.wikipedia.org/wiki/Newfoundlandshund","","Hartmann Linge","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38940","Norfolk terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Charmonty%20Norfolkterrier.jpg","https://no.wikipedia.org/wiki/Norfolk_terrier","Storbritannia","Robin Wellmann","Public domain",""
"http://www.wikidata.org/entity/Q38925","Norrbottenspets","http://commons.wikimedia.org/wiki/Special:FilePath/Nordic%20Spitz.jpg","https://no.wikipedia.org/wiki/Norrbottenspets","Sverige","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38478","Norsk buhund","http://commons.wikimedia.org/wiki/Special:FilePath/Norwegian%20Buhund%20600.jpg","https://nn.wikipedia.org/wiki/Norsk_buhund","Noreg","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38803","Norsk elghund grå","http://commons.wikimedia.org/wiki/Special:FilePath/Norwegian%20Elkhound.jpg","https://nn.wikipedia.org/wiki/Norsk_elghund_gr%C3%A5","Noreg","Sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38961","Norsk elghund svart","http://commons.wikimedia.org/wiki/Special:FilePath/BlackNorwegianElkhound.jpg","https://nn.wikipedia.org/wiki/Norsk_elghund_svart","Noreg","Rvenes","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38895","Norsk lundehund","http://commons.wikimedia.org/wiki/Special:FilePath/Lundehund-2003.jpg","https://nn.wikipedia.org/wiki/Norsk_lundehund","Noreg","Karen Elise Dahlmo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38934","Norwich terrier","http://commons.wikimedia.org/wiki/Special:FilePath/Norwichterrier.jpg","https://no.wikipedia.org/wiki/Norwich_terrier","England","H. Gisin","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38824","Nova Scotia duck tolling retriever","http://commons.wikimedia.org/wiki/Special:FilePath/Duck%20Toller.jpg","https://no.wikipedia.org/wiki/Nova_scotia_duck_tolling_retriever","Canada","Cal119 at English Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q38884","Ny-Guinea syngehund","http://commons.wikimedia.org/wiki/Special:FilePath/New%20Guinea%20Singing%20Dog%20on%20trail-Cropped.jpg","https://no.wikipedia.org/wiki/Ny-guinea_syngehund","","Patti McNeal","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q37704","Old english sheepdog","http://commons.wikimedia.org/wiki/Special:FilePath/Bobtail.JPG","https://no.wikipedia.org/wiki/Old_english_sheepdog","England","Mona (uploaded by Caronna 08:14, 15 Apr 2005 (UTC))","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38168","Olde English Bulldogge","http://commons.wikimedia.org/wiki/Special:FilePath/Olde%20English%20Bulldogge%20Crop.jpg","https://no.wikipedia.org/wiki/Olde_english_bulldogge","USA","Don Pelon","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q3438758","Olenegonka","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9D%D0%B5%D0%BD%D0%B5%D1%86%D0%BA%D0%B0%D1%8F%20%D0%BB%D0%B0%D0%B9%D0%BA%D0%B0%2010.jpg","https://no.wikipedia.org/wiki/Olenegonka","","Sergey.vlad.popov","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38922","Otterhound","http://commons.wikimedia.org/wiki/Special:FilePath/Two%20otterhounds.jpg","https://no.wikipedia.org/wiki/Otterhound","Storbritannia","Machinecha","Public domain",""
"http://www.wikidata.org/entity/Q12206278","Pariahunder","http://commons.wikimedia.org/wiki/Special:FilePath/Borneo%20dogs%20feeding.jpg","https://no.wikipedia.org/wiki/Pariahunder","","tajai's photos (Upload by: TBjornstad 13:20, 18 July 2006 (UTC))","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38880","Parson russellterrier","http://commons.wikimedia.org/wiki/Special:FilePath/Parson%20Russell%20Terrier.jpg","https://nn.wikipedia.org/wiki/Parson_russellterrier","Storbritannia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38959","Pekingeser","http://commons.wikimedia.org/wiki/Special:FilePath/1AKC%20Pekingese%20Dog%20Show%202011.jpg","https://no.wikipedia.org/wiki/Pekingeser","Folkerepublikken Kina","SheltieBoy","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38874","Peruviansk nakenhund","http://commons.wikimedia.org/wiki/Special:FilePath/Taru%20metsa.jpg","https://no.wikipedia.org/wiki/Peruviansk_nakenhund","Peru","Tuomas Rinta, Trinta at fi.wikipedia","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q39080","Petit Basset Griffon Vendéen","http://commons.wikimedia.org/wiki/Special:FilePath/P%20Basset%20Griffon%20Vendeen%20600.jpg","https://no.wikipedia.org/wiki/Petit_basset_griffon_vend%C3%A9en","Frankrike","Sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q13631411","Petit brabancon","http://commons.wikimedia.org/wiki/Special:FilePath/Petit-brabancon-gaystock-le-pas-de-tout.jpg","https://no.wikipedia.org/wiki/Petit_brabancon","Belgia","Hans Bleeker","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37635","Picard","http://commons.wikimedia.org/wiki/Special:FilePath/Owczarek%20pikardyjski%2063.jpg","https://no.wikipedia.org/wiki/Picard_(hunderase)","Frankrike","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38030","Picard Spaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Epagneul%20Picard%20ter.jpg","https://no.wikipedia.org/wiki/Picard_spaniel","Frankrike","Rachelle Vafidis","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37793","Pinsjer","http://commons.wikimedia.org/wiki/Special:FilePath/German%20Pinscher.JPG","https://no.wikipedia.org/wiki/Pinscher","Tyskland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39195","Plotthund","http://commons.wikimedia.org/wiki/Special:FilePath/Plotthound-red1.jpg","https://no.wikipedia.org/wiki/Plotthund","Tyskland","Canarian","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q39262","Podenco andaluz","http://commons.wikimedia.org/wiki/Special:FilePath/Podenco%20chico.jpg","https://no.wikipedia.org/wiki/Podenco_andaluz","","Brindis320","Public domain",""
"http://www.wikidata.org/entity/Q38932","Podenco canario","http://commons.wikimedia.org/wiki/Special:FilePath/Podenco%20Canario%202.jpg","https://no.wikipedia.org/wiki/Podenco_canario","Spania","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q37755","Podenco ibicenco","http://commons.wikimedia.org/wiki/Special:FilePath/AdemasAout2021.ret.jpg","https://no.wikipedia.org/wiki/Podenco_ibicenco","Ibiza","Chloroplastik","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q39063","Podengo português","http://commons.wikimedia.org/wiki/Special:FilePath/Podengo%20Portugues.jpg","https://no.wikipedia.org/wiki/Podengo_portugu%C3%AAs","Portugal","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q769804","Pointer","http://commons.wikimedia.org/wiki/Special:FilePath/English%20pointer.jpg","https://no.wikipedia.org/wiki/Pointer","England","","GFDL 1.2","https://www.gnu.org/licenses/old-licenses/fdl-1.2.html"
"http://www.wikidata.org/entity/Q55454389","Polsk jaktspaniel","http://commons.wikimedia.org/wiki/Special:FilePath/Polishhuntingmyzli.jpg","https://no.wikipedia.org/wiki/Polsk_jaktspaniel","","Canarian","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q5429","Polsk mynde","http://commons.wikimedia.org/wiki/Special:FilePath/Chart%20polski%2067u7.jpg","https://no.wikipedia.org/wiki/Polsk_mynde","Polen","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38836","Polsk owczarek nizinny","http://commons.wikimedia.org/wiki/Special:FilePath/Polski%20owczarek%20nizinny.jpg","https://no.wikipedia.org/wiki/Polsk_owczarek_nizinny","Polen","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39096","Polsk owczarek podhalanski","http://commons.wikimedia.org/wiki/Special:FilePath/Polski%20Owczarek%20Podhala%C5%84ski%2030.jpg","https://no.wikipedia.org/wiki/Polsk_owczarek_podhalanski","Polen","K.Karpiel","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q38559","Portugisisk vannhund","http://commons.wikimedia.org/wiki/Special:FilePath/C%C3%A3o%20de%20agua%20Portugu%C3%AAs%202.jpg","https://no.wikipedia.org/wiki/Portugisisk_vannhund","Portugal","Silke Hollje-Schumacher","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38906","Pražský krysařík","http://commons.wikimedia.org/wiki/Special:FilePath/Ex%20perla%20moravy%201.jpg","https://no.wikipedia.org/wiki/Pra%C5%BEsk%C3%BD_krysa%C5%99%C3%ADk","Tsjekkia","Jenc","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38904","Puddel","http://commons.wikimedia.org/wiki/Special:FilePath/Miniature%20Poodle%20%28Hungary%29.jpg","https://no.wikipedia.org/wiki/Puddel","","UszkarFoto92","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q38930","Pudelpointer","http://commons.wikimedia.org/wiki/Special:FilePath/Pudelpointer%20on%20point.jpg","https://no.wikipedia.org/wiki/Pudelpointer","Tyskland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38864","Puli","http://commons.wikimedia.org/wiki/Special:FilePath/Puli%20600.jpg","https://no.wikipedia.org/wiki/Puli","Ungarn","Sannse","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38919","Pumi","http://commons.wikimedia.org/wiki/Special:FilePath/Hungarianpumi.JPG","https://no.wikipedia.org/wiki/Pumi","Ungarn","Taru T Torpström","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q29174","Pungsanhund","http://commons.wikimedia.org/wiki/Special:FilePath/Poongsandogs.JPG","https://no.wikipedia.org/wiki/Pungsanhund","Nord-Korea","Maeng9981","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q37803","Pyrenearhund","http://commons.wikimedia.org/wiki/Special:FilePath/Pyrenean%20Mountain%20Dog%20600.jpg","https://no.wikipedia.org/wiki/Pyreneerhund","Spania","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38766","Pyreneisk mastiff","http://commons.wikimedia.org/wiki/Special:FilePath/MasPiri-Lula-ESP.jpg","https://no.wikipedia.org/wiki/Pyreneisk_mastiff","","TBjornstad 07:59, 6 October 2006 (UTC)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38312","Rajapalayamhund","http://commons.wikimedia.org/wiki/Special:FilePath/%282%29%20Isha%20female%20rajapalayam.jpg","https://no.wikipedia.org/wiki/Rajapalayamhund","India","Vbala0733","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38179","Rampurhund","http://commons.wikimedia.org/wiki/Special:FilePath/Rampurgreyhound.jpg","https://no.wikipedia.org/wiki/Rampurhund","India","P.Marlow at English Wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q39026","Rhodesian ridgeback","http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%206%20RHODESIAN%20RIDGEBACK%2C%20NO%20JV-15%20SE%20VCH%20Kadamo%20I%E2%80%99m%20In%20It%20For%20The%20Gold%20%2823920356649%29.jpg","https://no.wikipedia.org/wiki/Rhodesian_ridgeback","Rhodesia","Svenska Mässan from Sweden","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q38688","Riesenschnauzer","http://commons.wikimedia.org/wiki/Special:FilePath/Bvdb-riesen%20schnauzer.jpg","https://no.wikipedia.org/wiki/Riesenschnauzer","Tyskland","Bonnie van den Born, http://www.bonfoto.nl","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1092646","Romanian carpathian shepherd dog","http://commons.wikimedia.org/wiki/Special:FilePath/Carpatin.jpg","https://no.wikipedia.org/wiki/Karpatisk_f%C3%A5rehund","Romania","Ionete","Public domain",""
"http://www.wikidata.org/entity/Q39093","Rottweiler","http://commons.wikimedia.org/wiki/Special:FilePath/Rottweiler%20Moletai%20May%202014.2.jpg","https://nn.wikipedia.org/wiki/Rottweiler","Tyskland","Томасина","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q39176","Russisk Toy","http://commons.wikimedia.org/wiki/Special:FilePath/RusskiyToyWelpe9Mon.JPG","https://no.wikipedia.org/wiki/Russisk_Toy","Russland","","Public domain",""
"http://www.wikidata.org/entity/Q39332","Russisk-europeisk laika","http://commons.wikimedia.org/wiki/Special:FilePath/Russo%20European%20Laika.jpg","https://no.wikipedia.org/wiki/Russisk-europeisk_laika","","Konrad Loesch","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q39108","Saluki","http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Smooth%20Saluki.jpg","https://no.wikipedia.org/wiki/Saluki","Den arabiske halvøya","r.","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q39002","Samojedhund","http://commons.wikimedia.org/wiki/Special:FilePath/Samojed00.jpg","https://no.wikipedia.org/wiki/Samojedhund","","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38090","Sanktbernhardshund","http://commons.wikimedia.org/wiki/Special:FilePath/Rey%20nieve.jpg","https://no.wikipedia.org/wiki/Sanktbernhardshund","","Rafael Dominguez Rodriguez","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q29178","Sapsali","http://commons.wikimedia.org/wiki/Special:FilePath/Korea-Jeonju-Sapsal%20dog%20in%20front%20of%20a%20Hanok%20Village-01.jpg","https://no.wikipedia.org/wiki/Sapsali","Sør-Korea","Sungdo Cho from Seoul","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q39408","Sarplaninac","http://commons.wikimedia.org/wiki/Special:FilePath/Sarplaninac%20Urok1007.jpg","https://no.wikipedia.org/wiki/Sarplaninac","Nord-Makedonia","Urok","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q39157","Schapendoes","http://commons.wikimedia.org/wiki/Special:FilePath/Schapendoes.jpg","https://no.wikipedia.org/wiki/Schapendoes","Nederland","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38728","Schillerstøver","http://commons.wikimedia.org/wiki/Special:FilePath/Go%C5%84czy%20schillera%20g%C5%82owa%20j87.jpg","https://no.wikipedia.org/wiki/Schillerst%C3%B8ver","Sverige","Pleple2000","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39010","Schipperke","http://commons.wikimedia.org/wiki/Special:FilePath/Schipperke0001.jpg","https://no.wikipedia.org/wiki/Schipperke","Belgia","鏑木對馬守","Public domain",""
"http://www.wikidata.org/entity/Q39605","Schnauzer","http://commons.wikimedia.org/wiki/Special:FilePath/Emppumenossa.jpg","https://no.wikipedia.org/wiki/Schnauzer","Tyskland","Original uploader was Ninalle at fi.wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38280","Schäferhund","http://commons.wikimedia.org/wiki/Special:FilePath/Pastor%20aleman%20a.jpg","https://nn.wikipedia.org/wiki/Sch%C3%A4ferhund","Tyskland","Erick Drumss Hernández","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q38570","Sentralasiatisk ovtcharka","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%B0%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B0%D1%8F%20%D0%BE%D0%B2%D1%87%D0%B0%D1%80%D0%BA%D0%B0%2C%20%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%BE%D0%B9%20%D0%BA%D0%BE%D0%B1%D0%B5%D0%BB%D1%8C.jpg","https://no.wikipedia.org/wiki/Sentralasiatisk_ovtcharka","Soviet Central Asia","https://kara-yulduz.com/asian_shepherd_dogs/breeding/breeding_list/aladzha/ (Webpage with photo & СС license)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q38096","Serra da Estrelahund","http://commons.wikimedia.org/wiki/Special:FilePath/Estrela%20Mountain%20Dog%206%20month%20old%20male.jpg","https://no.wikipedia.org/wiki/Serra_da_estrelahund","Portugal","Traceywashere at English Wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q38972","Shar pei","http://commons.wikimedia.org/wiki/Special:FilePath/Shar%20pei.jpg","https://no.wikipedia.org/wiki/Shar_pei","Folkerepublikken Kina","UpdOWN . Original uploader was UpdOWN at ru.wikipedia","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q39058","Shetland sheepdog","http://commons.wikimedia.org/wiki/Special:FilePath/ShetlandShpdogBlue2%20wb.jpg","https://no.wikipedia.org/wiki/Shetland_sheepdog","Storbritannia","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39315","Shiba","http://commons.wikimedia.org/wiki/Special:FilePath/Shiba%20inu%20taiki.jpg","https://nn.wikipedia.org/wiki/Shiba","Japan","Roberto Vasarri","Public domain",""
"http://www.wikidata.org/entity/Q39357","Shih tzu","http://commons.wikimedia.org/wiki/Special:FilePath/Shih%20Tzu%20portrait%20show%20dog.jpg","https://no.wikipedia.org/wiki/Shih_tzu","Folkerepublikken Kina","danny O.","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q39147","Shikoku","http://commons.wikimedia.org/wiki/Special:FilePath/Shikoku%20dog.jpg","https://no.wikipedia.org/wiki/Shikoku_(hund)","Japan","Bigsteeve (en.wikipedia)","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q39295","Sibirsk husky","http://commons.wikimedia.org/wiki/Special:FilePath/Siberian%20Husky%20-%20Mika.jpg","https://no.wikipedia.org/wiki/Sibirsk_husky","Sibir","ShonMichaeli","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
