item,itemLabel,image,article,opphavsland,opphavslandLabel
"http://www.wikidata.org/entity/Q6754314","maque choux","http://commons.wikimedia.org/wiki/Special:FilePath/Maque%20choux%20and%20zesty%20dill%20mashed%20potatoes.jpg","https://en.wikipedia.org/wiki/Maque_choux","",""
"http://www.wikidata.org/entity/Q60760541","Masi","http://commons.wikimedia.org/wiki/Special:FilePath/Masi%20%28glutinous%20rice%20balls%29%20with%20peanut%20butter%20filling%20%28Philippines%29.jpg","https://en.wikipedia.org/wiki/Masi_(food)","http://www.wikidata.org/entity/Q928","Filippinene"
"http://www.wikidata.org/entity/Q12553023","Mastava","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B0%D1%81%D1%82%D0%B0%D0%B2%D0%B0.jpg","https://en.wikipedia.org/wiki/Mastava","",""
"http://www.wikidata.org/entity/Q6528443","Mataz","http://commons.wikimedia.org/wiki/Special:FilePath/Circassian%20Cuisine%20P1150712.JPG","https://en.wikipedia.org/wiki/Mataz","",""
"http://www.wikidata.org/entity/Q1626853","Matoke","http://commons.wikimedia.org/wiki/Special:FilePath/Matoke.JPG","https://en.wikipedia.org/wiki/Matoke","http://www.wikidata.org/entity/Q1036","Uganda"
"http://www.wikidata.org/entity/Q6789614","Mattar paneer","http://commons.wikimedia.org/wiki/Special:FilePath/Matar-Paneer.JPG","https://en.wikipedia.org/wiki/Matar_paneer","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q2654880","matzah brei","http://commons.wikimedia.org/wiki/Special:FilePath/Matzah%20brei%20serving.jpg","https://en.wikipedia.org/wiki/Matzah_brei","",""
"http://www.wikidata.org/entity/Q131319334","Mbongo Tchobi","http://commons.wikimedia.org/wiki/Special:FilePath/Mbongo%20tchobi%20et%20banae%20plantin%20malx%C3%A9.jpg","https://en.wikipedia.org/wiki/Mbongo_Tchobi","",""
"http://www.wikidata.org/entity/Q97101726","Meatball noodles","http://commons.wikimedia.org/wiki/Special:FilePath/Indonesian%20bakso%2C%20with%20noodle%20and%20bean%20sprouts%2C%20April%202018%20%2803%29.jpg","https://en.wikipedia.org/wiki/Mie_bakso","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q20726175","Medfouna","http://commons.wikimedia.org/wiki/Special:FilePath/Medfouna%20or%20Berber%20Pizza%20at%20a%20local%20restaurant%20near%20Merzouga%2C%20Errachidia%2C%20Morocco.jpg","https://en.wikipedia.org/wiki/Medfouna","",""
"http://www.wikidata.org/entity/Q11343150","mehallabiyya","http://commons.wikimedia.org/wiki/Special:FilePath/Turkish%20muhallebi.jpg","https://en.wikipedia.org/wiki/Muhallebi","http://www.wikidata.org/entity/Q794","Iran"
"http://www.wikidata.org/entity/Q1920415","menemen","http://commons.wikimedia.org/wiki/Special:FilePath/Menemen%20%2849657982813%29.jpg","https://en.wikipedia.org/wiki/Menemen_(food)","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q3082973","Mesclun","http://commons.wikimedia.org/wiki/Special:FilePath/Salade%20mesclun%20et%20ch%C3%A8vre%20chaud%20sur%20toasts.jpg","https://en.wikipedia.org/wiki/Mesclun","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q16706914","Mett","http://commons.wikimedia.org/wiki/Special:FilePath/Mettbroetchen.jpg","https://en.wikipedia.org/wiki/Mett","http://www.wikidata.org/entity/Q183","Tyskland"
"http://www.wikidata.org/entity/Q19746250","Meuseukat","http://commons.wikimedia.org/wiki/Special:FilePath/Meuseukat.JPG","https://en.wikipedia.org/wiki/Meuseukat","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6826082","Mexican pizza","http://commons.wikimedia.org/wiki/Special:FilePath/TlayudaTule.JPG","https://en.wikipedia.org/wiki/Mexican_pizza","http://www.wikidata.org/entity/Q96","Mexico"
"http://www.wikidata.org/entity/Q47005562","mfarakeh","http://commons.wikimedia.org/wiki/Special:FilePath/Mfarakeh.png","https://en.wikipedia.org/wiki/Mfarakeh","",""
"http://www.wikidata.org/entity/Q19738539","Mi Gomak","http://commons.wikimedia.org/wiki/Special:FilePath/Mie%20Gomak%202.jpg","https://en.wikipedia.org/wiki/Mie_gomak","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q16913644","Mi Kocok","http://commons.wikimedia.org/wiki/Special:FilePath/Mie%20Kocok%20Bandung.jpg","https://en.wikipedia.org/wiki/Mie_kocok","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6827067","mi krop","http://commons.wikimedia.org/wiki/Special:FilePath/Mee%20krob%20%28%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A%29.jpg","https://en.wikipedia.org/wiki/Mi_krop","http://www.wikidata.org/entity/Q869","Thailand"
"http://www.wikidata.org/entity/Q16765345","mie ayam","http://commons.wikimedia.org/wiki/Special:FilePath/Mi%20ayam%20jamur.JPG","https://en.wikipedia.org/wiki/Mie_ayam","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q130553333","Mie Bangladesh","http://commons.wikimedia.org/wiki/Special:FilePath/Mie%20Bangladesh.jpg","https://en.wikipedia.org/wiki/Mie_Bangladesh","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q4208661","Mie celor","http://commons.wikimedia.org/wiki/Special:FilePath/Mie%20Celor%20Spesial.jpg","https://en.wikipedia.org/wiki/Mie_celor","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q957776","Migas","http://commons.wikimedia.org/wiki/Special:FilePath/Migas.PNG","https://en.wikipedia.org/wiki/Migas","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q30326666","milanesa","http://commons.wikimedia.org/wiki/Special:FilePath/Milanesa%20con%20fritas.png","https://en.wikipedia.org/wiki/Milanesa","http://www.wikidata.org/entity/Q1486","Buenos Aires"
"http://www.wikidata.org/entity/Q12491","mille-feuille","http://commons.wikimedia.org/wiki/Special:FilePath/Mille-feuille%2020100916.jpg","https://no.wikipedia.org/wiki/Mille-feuille","http://www.wikidata.org/entity/Q142","Frankrike"
"http://www.wikidata.org/entity/Q4293923","mimosa salad","http://commons.wikimedia.org/wiki/Special:FilePath/-salat-mimoza-klas-mimoza-salat-klassicheskii-s-syrom%201500855758%201%20max.jpg","https://en.wikipedia.org/wiki/Mimosa_salad","http://www.wikidata.org/entity/Q15180","Sovjetunionen"
"http://www.wikidata.org/entity/Q6863335","Minchee","http://commons.wikimedia.org/wiki/Special:FilePath/Minchi.jpg","https://en.wikipedia.org/wiki/Minchee","http://www.wikidata.org/entity/Q148","Kina"
"http://www.wikidata.org/entity/Q12287205","mish-mash","http://commons.wikimedia.org/wiki/Special:FilePath/Cuisinebg%20mishmash.jpg","https://en.wikipedia.org/wiki/Mish-mash_(food)","http://www.wikidata.org/entity/Q219","Bulgaria"
"http://www.wikidata.org/entity/Q600438","Mititei","http://commons.wikimedia.org/wiki/Special:FilePath/Mititei%20la%20gratar.jpg","https://en.wikipedia.org/wiki/Mititei","http://www.wikidata.org/entity/Q218","Romania"
"http://www.wikidata.org/entity/Q2485491","mitraillette","http://commons.wikimedia.org/wiki/Special:FilePath/Mitraillette%20%28fast%20food%29.jpg","https://en.wikipedia.org/wiki/Mitraillette","http://www.wikidata.org/entity/Q31","Belgia"
"http://www.wikidata.org/entity/Q25043234","miyar kuka","http://commons.wikimedia.org/wiki/Special:FilePath/Miyan%20kuka%2002.jpg","https://en.wikipedia.org/wiki/Miyar_kuka","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q60760520","Moche","http://commons.wikimedia.org/wiki/Special:FilePath/0002jfDesserts%20Pampanga%20Philippinesfvf%2003.JPG","https://en.wikipedia.org/wiki/Moche_(food)","http://www.wikidata.org/entity/Q928","Filippinene"
"http://www.wikidata.org/entity/Q872611","Mohr im Hemd","http://commons.wikimedia.org/wiki/Special:FilePath/Mohr%20im%20Hemd%20im%20Kaffeehaus.jpg","https://en.wikipedia.org/wiki/Mohr_im_Hemd","",""
"http://www.wikidata.org/entity/Q56307726","Molotof","http://commons.wikimedia.org/wiki/Special:FilePath/Molotof%20%2848144427677%29.jpg","https://en.wikipedia.org/wiki/Pudim_Molotov","http://www.wikidata.org/entity/Q45","Portugal"
"http://www.wikidata.org/entity/Q1141370","monkey brains","http://commons.wikimedia.org/wiki/Special:FilePath/Monkey%20brains.jpg","https://en.wikipedia.org/wiki/Monkey_brains","",""
"http://www.wikidata.org/entity/Q6904753","Monte Cristo sandwich","http://commons.wikimedia.org/wiki/Special:FilePath/Monte%20Cristo%20Sandwich-1.jpg","https://en.wikipedia.org/wiki/Monte_Cristo_sandwich","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q1639853","Moros y Cristianos","http://commons.wikimedia.org/wiki/Special:FilePath/Ropa%20viecha%202.jpg","https://en.wikipedia.org/wiki/Moros_y_Cristianos_(dish)","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q1200514","moules-frites","http://commons.wikimedia.org/wiki/Special:FilePath/Moules%20Frites.jpg","https://no.wikipedia.org/wiki/Moules-frites","http://www.wikidata.org/entity/Q31","Belgia"
"http://www.wikidata.org/entity/Q136842110","Mshosh","http://commons.wikimedia.org/wiki/Special:FilePath/%D5%84%D5%B7%D5%B8%D5%B7.JPG","https://en.wikipedia.org/wiki/Mshosh","http://www.wikidata.org/entity/Q399","Armenia"
"http://www.wikidata.org/entity/Q3327283","Msoki","http://commons.wikimedia.org/wiki/Special:FilePath/Msuki.png","https://en.wikipedia.org/wiki/Msoki","http://www.wikidata.org/entity/Q948","Tunisia"
"http://www.wikidata.org/entity/Q3327301","Mtewem","http://commons.wikimedia.org/wiki/Special:FilePath/Mtewem.jpg","https://en.wikipedia.org/wiki/Tajine_mtewem","http://www.wikidata.org/entity/Q262","Algerie"
"http://www.wikidata.org/entity/Q6944521","Mućkalica","http://commons.wikimedia.org/wiki/Special:FilePath/Mu%C4%87kalica%20%288838976124%29.jpg","https://en.wikipedia.org/wiki/Mu%C4%87kalica","http://www.wikidata.org/entity/Q403","Serbia"
"http://www.wikidata.org/entity/Q655235","muffuletta","http://commons.wikimedia.org/wiki/Special:FilePath/Both%20halves%20of%20a%20muffuletta%20sandwich%20from%20the%20Italian%20Store%20in%20Lyon%20Hall%2C%20Arlington.jpg","https://en.wikipedia.org/wiki/Muffuletta","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q16411925","Mulgikapsad","http://commons.wikimedia.org/wiki/Special:FilePath/Mulgikapsad%20with%20potatoes.jpg","https://en.wikipedia.org/wiki/Mulgikapsad","http://www.wikidata.org/entity/Q191","Estland"
"http://www.wikidata.org/entity/Q2721752","Murukku","http://commons.wikimedia.org/wiki/Special:FilePath/A%20Traditional%20Tamil%20Snack%20Murukku.jpg","https://en.wikipedia.org/wiki/Murukku","http://www.wikidata.org/entity/Q668","India"
"http://www.wikidata.org/entity/Q15935161","Mutton hot pot","http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B9%BE%E9%BA%B5%E7%B7%9A%2C%20%E7%95%B6%E6%AD%B8%E7%87%89%E8%82%89%E6%B9%AF%2C%20%E8%94%A1%E8%A8%98%E5%B2%A1%E5%B1%B1%E7%BE%8A%E8%82%89%2C%20%E5%8F%B0%E5%8C%97%20%2816278998197%29.jpg","https://en.wikipedia.org/wiki/Mutton_hot_pot","",""
"http://www.wikidata.org/entity/Q15730394","mücver","http://commons.wikimedia.org/wiki/Special:FilePath/Turkish%20fritters.jpg","https://en.wikipedia.org/wiki/M%C3%BCcver","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q52406","mysli","http://commons.wikimedia.org/wiki/Special:FilePath/Muesli.jpg","https://no.wikipedia.org/wiki/Mysli","http://www.wikidata.org/entity/Q39","Sveits"
"http://www.wikidata.org/entity/Q1476953","Möpkenbrot","http://commons.wikimedia.org/wiki/Special:FilePath/Moeppkenbrot%20benecke%20wiki%20sept%202008.jpg","https://en.wikipedia.org/wiki/M%C3%B6pkenbrot","http://www.wikidata.org/entity/Q183","Tyskland"
"http://www.wikidata.org/entity/Q4189615","nagasari","http://commons.wikimedia.org/wiki/Special:FilePath/Nagasari.jpg","https://en.wikipedia.org/wiki/Nagasari","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6967043","Nasi bakar","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Bakar%20Ayam.JPG","https://en.wikipedia.org/wiki/Nasi_bakar","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6967046","nasi bogana","http://commons.wikimedia.org/wiki/Special:FilePath/Nasibogana.JPG","https://en.wikipedia.org/wiki/Nasi_bogana","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3273951","Nasi Campur","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Campur.jpg","https://en.wikipedia.org/wiki/Nasi_campur","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q12500151","Nasi gandul","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Gandul%202.jpg","https://en.wikipedia.org/wiki/Nasi_gandul","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q64216206","Nasi goreng Jawa","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Goreng%20Breakfast%20in%20Solo.JPG","https://en.wikipedia.org/wiki/Nasi_goreng_jawa","",""
"http://www.wikidata.org/entity/Q4205452","nasi kebuli","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Kebuli%20Jakarta.JPG","https://en.wikipedia.org/wiki/Nasi_kebuli","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3244647","nasi kucing","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20kucing%20langgi.jpg","https://en.wikipedia.org/wiki/Nasi_kucing","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3269818","nasi kuning","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Kuning%20Telur.jpg","https://en.wikipedia.org/wiki/Nasi_kuning","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6967048","Nasi liwet","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Liwet%20Solo.jpg","https://en.wikipedia.org/wiki/Nasi_liwet","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q55593280","nasi minyak","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Minyak%20Palembang%201.jpg","https://en.wikipedia.org/wiki/Nasi_minyak","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q17054040","Nasi padang","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20padang.jpg","https://en.wikipedia.org/wiki/Nasi_padang","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6967051","Nasi paprik","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20paprik%20ayam%2020250210%20090506.jpg","https://en.wikipedia.org/wiki/Nasi_paprik","",""
"http://www.wikidata.org/entity/Q12500155","nasi tempong","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20tempong%20ikan%20goreng%203.jpg","https://en.wikipedia.org/wiki/Nasi_tempong","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6967056","nasi tim","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20Tim%20Ayam%20in%20Jakarta.jpg","https://en.wikipedia.org/wiki/Nasi_tim","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q3236175","nasi uduk","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20uduk%20netherlands.jpg","https://en.wikipedia.org/wiki/Nasi_uduk","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q4920553","Nasi ulam","http://commons.wikimedia.org/wiki/Special:FilePath/Nasi%20ulam%20Betawi%20ora.jpg","https://en.wikipedia.org/wiki/Nasi_ulam","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q12555954","Nauryz kozhe","http://commons.wikimedia.org/wiki/Special:FilePath/Navruzkozhe.jpg","https://en.wikipedia.org/wiki/Nauryz_kozhe","http://www.wikidata.org/entity/Q232","Kasakhstan"
"http://www.wikidata.org/entity/Q1131837","Ndolé","http://commons.wikimedia.org/wiki/Special:FilePath/Ndol%C3%A9%20camerounais.JPG","https://en.wikipedia.org/wiki/Ndol%C3%A9","http://www.wikidata.org/entity/Q1009","Kamerun"
"http://www.wikidata.org/entity/Q3301336","Negimaki","http://commons.wikimedia.org/wiki/Special:FilePath/Beef%20negimaki.jpg","https://en.wikipedia.org/wiki/Negimaki","http://www.wikidata.org/entity/Q17","Japan"
"http://www.wikidata.org/entity/Q109436498","Nem Lai Vung","http://commons.wikimedia.org/wiki/Special:FilePath/Nem%20chua%20Lai%20Vung.jpg","https://en.wikipedia.org/wiki/Nem_chua_Lai_Vung","http://www.wikidata.org/entity/Q881","Vietnam"
"http://www.wikidata.org/entity/Q7000528","neslesuppe","http://commons.wikimedia.org/wiki/Special:FilePath/St%20John%20Restaurant%2C%20Smithfield%2C%20London%20%283445306202%29.jpg","https://en.wikipedia.org/wiki/Nettle_soup","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q129900296","Nesselrode pudding","http://commons.wikimedia.org/wiki/Special:FilePath/Mrs%20Beeton%20%2870%29%20%28cropped%29%20Nesselrode%20pudding.jpg","https://en.wikipedia.org/wiki/Nesselrode_pudding","",""
"http://www.wikidata.org/entity/Q4822464","nokul","http://commons.wikimedia.org/wiki/Special:FilePath/Samsun%20y%C3%B6resi-Nokul.jpg","https://en.wikipedia.org/wiki/Nokul","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q170883","Noon Chai","http://commons.wikimedia.org/wiki/Special:FilePath/The%20Great%20Kashmiri%20Salt%20tea.png","https://en.wikipedia.org/wiki/Noon_chai","",""
"http://www.wikidata.org/entity/Q25056844","Nsala soup","http://commons.wikimedia.org/wiki/Special:FilePath/Afia%20Efere.jpg","https://en.wikipedia.org/wiki/Nsala_soup","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q22328037","Nyama choma","http://commons.wikimedia.org/wiki/Special:FilePath/Nyama%20Choma%20%28BBQ%20the%20Kenyan%20way%29.jpg","https://en.wikipedia.org/wiki/Nyama_choma","http://www.wikidata.org/entity/Q114","Kenya"
"http://www.wikidata.org/entity/Q4413207","Nävgröt","http://commons.wikimedia.org/wiki/Special:FilePath/Motti%20och%20flask.jpg","https://no.wikipedia.org/wiki/N%C3%A4vgr%C3%B6t","",""
"http://www.wikidata.org/entity/Q122963715","Obe ata","http://commons.wikimedia.org/wiki/Special:FilePath/African%20nigerian%20fried%20rice%20eith%20stew%20...%20plantain%20and%20fresh%20salad.png","https://en.wikipedia.org/wiki/Obe_ata","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q111046463","Obwarzanek krakowski","http://commons.wikimedia.org/wiki/Special:FilePath/Obwarzanki%20krakowskie.jpg","https://en.wikipedia.org/wiki/Obwarzanek_krakowski","http://www.wikidata.org/entity/Q36","Polen"
"http://www.wikidata.org/entity/Q107610602","oeuf mayonnaise","http://commons.wikimedia.org/wiki/Special:FilePath/Oeuf%20mayonnaise%20on%20lettuce.jpg","https://en.wikipedia.org/wiki/Oeuf_mayonnaise","",""
"http://www.wikidata.org/entity/Q3594122","oeufs en meurette","http://commons.wikimedia.org/wiki/Special:FilePath/Oeufs%20meurette.jpeg","https://en.wikipedia.org/wiki/Oeufs_en_meurette","",""
"http://www.wikidata.org/entity/Q26884006","Ofada rice","http://commons.wikimedia.org/wiki/Special:FilePath/Ofada%20Rice%20and%20stew%20on%20leaf.jpg","https://en.wikipedia.org/wiki/Ofada_rice","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q107357988","Ofe Oha","http://commons.wikimedia.org/wiki/Special:FilePath/OhaSoup.jpg","https://en.wikipedia.org/wiki/Oha_soup","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q7080021","ogi","http://commons.wikimedia.org/wiki/Special:FilePath/Akara%20na%20Akamu%20%28Fried%20Bean%20cakes%20and%20Pap%29.jpg","https://en.wikipedia.org/wiki/Ogi_(food)","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q136486705","Ọjọjọ","http://commons.wikimedia.org/wiki/Special:FilePath/%E1%BB%8C%CC%80j%E1%BB%8D%CC%80j%E1%BB%8D%CC%80%20%28Yam%20Fritters%29.jpg","https://en.wikipedia.org/wiki/Ojojo","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q1136876","Okinawa soba","http://commons.wikimedia.org/wiki/Special:FilePath/%E3%82%BD%E3%83%BC%E3%82%AD%E3%81%9D%E3%81%B0%EF%BC%88%E6%B2%96%E7%B8%84%E3%81%9D%E3%81%B0%E5%B0%82%E9%96%80%E3%82%84%E3%82%93%E3%81%B0%E3%82%8B%E3%83%BB%E6%9C%89%E6%A5%BD%E7%94%BA%E4%BA%A4%E9%80%9A%E4%BC%9A%E9%A4%A8%EF%BC%8920240608-P1043176.jpg","https://en.wikipedia.org/wiki/Okinawa_soba","http://www.wikidata.org/entity/Q17","Japan"
"http://www.wikidata.org/entity/Q47004974","Okoho","http://commons.wikimedia.org/wiki/Special:FilePath/Okoho111222.jpg","https://en.wikipedia.org/wiki/Okoho","http://www.wikidata.org/entity/Q1033","Nigeria"
"http://www.wikidata.org/entity/Q19573431","okra soup","http://commons.wikimedia.org/wiki/Special:FilePath/Okro%20soup.jpg","https://en.wikipedia.org/wiki/Okra_soup","",""
"http://www.wikidata.org/entity/Q1275331","Oksehale","http://commons.wikimedia.org/wiki/Special:FilePath/Raw%20oxtail-01.jpg","https://no.wikipedia.org/wiki/Oksehale","",""
"http://www.wikidata.org/entity/Q3881787","olive all'ascolana","http://commons.wikimedia.org/wiki/Special:FilePath/Olive%20all%27ascolana.jpg","https://en.wikipedia.org/wiki/Olive_all%27ascolana","http://www.wikidata.org/entity/Q38","Italia"
"http://www.wikidata.org/entity/Q7087232","olive loaf","http://commons.wikimedia.org/wiki/Special:FilePath/Olive%20loaf%20sandwich.jpg","https://en.wikipedia.org/wiki/Olive_loaf","",""
"http://www.wikidata.org/entity/Q17083249","Olluquito","http://commons.wikimedia.org/wiki/Special:FilePath/Olluquitos.jpg","https://en.wikipedia.org/wiki/Olluquito","http://www.wikidata.org/entity/Q419","Peru"
"http://www.wikidata.org/entity/Q12492826","Ombus ombus","http://commons.wikimedia.org/wiki/Special:FilePath/Ombus-ombus.png","https://en.wikipedia.org/wiki/Ombusombus","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q18357204","omo tuo","http://commons.wikimedia.org/wiki/Special:FilePath/Omo%20Tuo%20at%20a%20Ghanaian%20restaurant%20in%20Colorado.jpg","https://en.wikipedia.org/wiki/Omo_tuo","http://www.wikidata.org/entity/Q117","Ghana"
"http://www.wikidata.org/entity/Q4192299","Oncom","http://commons.wikimedia.org/wiki/Special:FilePath/Oncom.jpg","https://en.wikipedia.org/wiki/Oncom","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q5262436","Onde-onde","http://commons.wikimedia.org/wiki/Special:FilePath/Onde-onde.jpg","https://en.wikipedia.org/wiki/Klepon","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q453174","Onsen tamago","http://commons.wikimedia.org/wiki/Special:FilePath/Onsen%20tamago%20at%20minshuku%20Korakuen%2C%20Nagano%20by%20Blue%20Lotus.jpg","https://en.wikipedia.org/wiki/Onsen_tamago","http://www.wikidata.org/entity/Q17","Japan"
"http://www.wikidata.org/entity/Q133504015","Onunu","http://commons.wikimedia.org/wiki/Special:FilePath/Onunu%20Food.jpg","https://en.wikipedia.org/wiki/Onunu","",""
"http://www.wikidata.org/entity/Q11853198","Oppvaskmaskinlaks","http://commons.wikimedia.org/wiki/Special:FilePath/2008-08-05ExtremeCooking010.jpg","https://no.wikipedia.org/wiki/Oppvaskmaskinlaks","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q5366437","orange chicken","http://commons.wikimedia.org/wiki/Special:FilePath/Flickr%20preppybyday%204786746354--Orange%20chicken.jpg","https://en.wikipedia.org/wiki/Orange_chicken","http://www.wikidata.org/entity/Q30","USA"
"http://www.wikidata.org/entity/Q1048130","oromo","http://commons.wikimedia.org/wiki/Special:FilePath/Oromo%20%28dish%29.jpg","https://en.wikipedia.org/wiki/Oromo_(dish)","http://www.wikidata.org/entity/Q813","Kirgisistan"
"http://www.wikidata.org/entity/Q17101058","Orzotto","http://commons.wikimedia.org/wiki/Special:FilePath/Orzotto%20%3D%20Gerstotto.jpg","https://en.wikipedia.org/wiki/Orzotto","http://www.wikidata.org/entity/Q38","Italia"
"http://www.wikidata.org/entity/Q862557","osechi","http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Osechi.jpg","https://en.wikipedia.org/wiki/Osechi","http://www.wikidata.org/entity/Q17","Japan"
"http://www.wikidata.org/entity/Q1057256","Ossobuco","http://commons.wikimedia.org/wiki/Special:FilePath/Ossobuco.jpg","https://no.wikipedia.org/wiki/Ossobuco","http://www.wikidata.org/entity/Q38","Italia"
"http://www.wikidata.org/entity/Q1853883","Ostkaka","http://commons.wikimedia.org/wiki/Special:FilePath/Ostkaka.jpg","https://nn.wikipedia.org/wiki/Ostkaka","http://www.wikidata.org/entity/Q34","Sverige"
"http://www.wikidata.org/entity/Q3234931","otak-otak","http://commons.wikimedia.org/wiki/Special:FilePath/Otak-otak%20Jakarta.JPG","https://en.wikipedia.org/wiki/Otak-otak","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q6581424","paçanga","http://commons.wikimedia.org/wiki/Special:FilePath/Pa%C3%A7anga%20b%C3%B6re%C4%9Fi.jpg","https://en.wikipedia.org/wiki/Pa%C3%A7anga_b%C3%B6re%C4%9Fi","http://www.wikidata.org/entity/Q43","Tyrkia"
"http://www.wikidata.org/entity/Q7425996","padang satay","http://commons.wikimedia.org/wiki/Special:FilePath/Sate%20Padang2.JPG","https://en.wikipedia.org/wiki/Sate_padang","http://www.wikidata.org/entity/Q252","Indonesia"
"http://www.wikidata.org/entity/Q60762918","Paelya","http://commons.wikimedia.org/wiki/Special:FilePath/Kalamunda%20%28Tagaytay%29%20Paella.jpg","https://en.wikipedia.org/wiki/Paelya","http://www.wikidata.org/entity/Q29","Spania"
"http://www.wikidata.org/entity/Q7124365","Pagit-pagit","http://commons.wikimedia.org/wiki/Special:FilePath/Terites%20pagit-pagit%20kolomdesa.jpg","https://en.wikipedia.org/wiki/Pagit-pagit","",""
"http://www.wikidata.org/entity/Q7124456","pagpag","http://commons.wikimedia.org/wiki/Special:FilePath/Filipino%20Pagpag.jpg","https://en.wikipedia.org/wiki/Pagpag","",""
