item,itemLabel,image,article,rankArticle,birthDate,sitelinks,pageviews,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q1354960","Mohamed Salah","http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Salah%20Argentina%20v%20Egypt%207%20July%202026-163%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Mohamed_Salah","https://no.wikipedia.org/wiki/Mohamed_Salah","1992-06-15T00:00:00Z","104","3094","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q16852194","Morten Thorsby","http://commons.wikimedia.org/wiki/Special:FilePath/Morten%20Thorsby%20France%20v%20Norway%2026%20June%2026-027.jpg","https://nn.wikipedia.org/wiki/Morten_Thorsby","https://no.wikipedia.org/wiki/Morten_Thorsby","1996-05-05T00:00:00Z","31","1625","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q58494476","Mykhajlo Mudryk","http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB%20%D0%9C%D1%83%D0%B4%D1%80%D0%B8%D0%BA.%2026%20%D0%BC%D0%B0%D1%8F%202021%20%D0%B3%D0%BE%D0%B4%D0%B0%20%E2%80%94%201233123%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Mykhajlo_Mudryk","https://no.wikipedia.org/wiki/Mykhajlo_Mudryk","2001-01-05T00:00:00Z","47","1216","Dynamomania.com","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q66712877","Neraysho Kasanwirjo","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Red%20Bull%20Salzburg%20gegen%20SK%20Rapid%20Wien%20%282024-04-07%29%2032.jpg","https://no.wikipedia.org/wiki/Neraysho_Kasanwirjo","https://no.wikipedia.org/wiki/Neraysho_Kasanwirjo","2002-02-18T00:00:00Z","16","725","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q142794","Neymar","http://commons.wikimedia.org/wiki/Special:FilePath/Neymar%20Junior%20Brazil%20V%20Morocco%2013%20June%202026-40.jpg","https://nn.wikipedia.org/wiki/Neymar","https://no.wikipedia.org/wiki/Neymar","1992-02-05T00:00:00Z","156","4147","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q18637339","Nico Elvedi","http://commons.wikimedia.org/wiki/Special:FilePath/Wales-Switzerland%20match%20at%20Euro%202020%20in%20Baku%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Nico_Elvedi","https://no.wikipedia.org/wiki/Nico_Elvedi","1996-09-30T00:00:00Z","44","821","Press Service of the President of the Republic of Azerbaijan","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q106625792","Nicolás González Iglesias","http://commons.wikimedia.org/wiki/Special:FilePath/Nico%20Gonzalez%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Nicol%C3%A1s_Gonz%C3%A1lez_Iglesias","https://no.wikipedia.org/wiki/Nicol%C3%A1s_Gonz%C3%A1lez_Iglesias","2002-01-03T00:00:00Z","39","680","Werner100359","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q28853780","Nikita Haikin","http://commons.wikimedia.org/wiki/Special:FilePath/Nikita%20Haikin.jpg","https://no.wikipedia.org/wiki/Nikita_Haikin","https://no.wikipedia.org/wiki/Nikita_Haikin","1995-07-11T00:00:00Z","14","1944","Jørn Sund-Henriksen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q26838052","Niklas Castro","http://commons.wikimedia.org/wiki/Special:FilePath/Niklas%20Castro%20Brann-AZ%202023.png","https://no.wikipedia.org/wiki/Niklas_Castro","https://no.wikipedia.org/wiki/Niklas_Castro","1996-01-08T00:00:00Z","12","3981","Scrabbista","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q13365847","Niklas Süle","http://commons.wikimedia.org/wiki/Special:FilePath/20180602%20FIFA%20Friendly%20Match%20Austria%20vs.%20Germany%20Niklas%20S%C3%BCle%20850%200725.jpg","https://no.wikipedia.org/wiki/Niklas_S%C3%BCle","https://no.wikipedia.org/wiki/Niklas_S%C3%BCle","1995-09-03T00:00:00Z","52","752","Granada","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q111977359","Niklas Ødegård","http://commons.wikimedia.org/wiki/Special:FilePath/Niklas%20%C3%98deg%C3%A5rd%2033.jpg","https://no.wikipedia.org/wiki/Niklas_%C3%98deg%C3%A5rd","https://no.wikipedia.org/wiki/Niklas_%C3%98deg%C3%A5rd","2004-03-29T00:00:00Z","8","731","Peter Fiskerstrand","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q61080654","Noah Holm","http://commons.wikimedia.org/wiki/Special:FilePath/Noah%20Holm.jpg","https://no.wikipedia.org/wiki/Noah_Holm","https://no.wikipedia.org/wiki/Noah_Holm","2001-05-23T00:00:00Z","12","2480","Løken","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q78347960","Odin Thiago Holm","http://commons.wikimedia.org/wiki/Special:FilePath/Celtic-20240722-066.jpg","https://no.wikipedia.org/wiki/Odin_Thiago_Holm","https://no.wikipedia.org/wiki/Odin_Thiago_Holm","2003-01-18T00:00:00Z","14","1067","Hameltion","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q55364051","Ola Solbakken","http://commons.wikimedia.org/wiki/Special:FilePath/Ola%20Solbakken.jpg","https://no.wikipedia.org/wiki/Ola_Solbakken","https://no.wikipedia.org/wiki/Ola_Solbakken","1998-09-07T00:00:00Z","23","1705","Jørn Sund-Henriksen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q62845596","Olaus Jair Skarsem","http://commons.wikimedia.org/wiki/Special:FilePath/Olaus%20Skarsem.jpg","https://no.wikipedia.org/wiki/Olaus_Jair_Skarsem","https://no.wikipedia.org/wiki/Olaus_Jair_Skarsem","1998-07-02T00:00:00Z","8","1084","Biso","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q3373985","Ole Selnæs","http://commons.wikimedia.org/wiki/Special:FilePath/%E5%A1%9E%E5%B0%94%E7%BA%B3%E6%96%AF.png","https://nn.wikipedia.org/wiki/Ole_Seln%C3%A6s","https://no.wikipedia.org/wiki/Ole_Seln%C3%A6s","1994-07-07T00:00:00Z","23","2244","鱼头炮","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q28065104","Omar Marmoush","http://commons.wikimedia.org/wiki/Special:FilePath/Omar%20Marmoush%20Argentina%20v%20Egypt%207%20July%202026-018.jpg","https://no.wikipedia.org/wiki/Omar_Marmoush","https://no.wikipedia.org/wiki/Omar_Marmoush","1999-02-07T00:00:00Z","46","1190","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q110466658","Oscar Bobb","http://commons.wikimedia.org/wiki/Special:FilePath/Oscar%20Bobb%20France%20v%20Norway%2026%20June%2026-045.jpg","https://nn.wikipedia.org/wiki/Oscar_Bobb","https://no.wikipedia.org/wiki/Oscar_Bobb","2003-07-12T00:00:00Z","35","5152","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q509489","Pascal Groß","http://commons.wikimedia.org/wiki/Special:FilePath/Pascal%20Gross%20Ecuador%20v%20Germany%2025%20June%202026-065.jpg","https://no.wikipedia.org/wiki/Pascal_Gro%C3%9F","https://no.wikipedia.org/wiki/Pascal_Gro%C3%9F","1991-06-15T00:00:00Z","41","734","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q18066870","Patrick Berg","http://commons.wikimedia.org/wiki/Special:FilePath/Patrick%20Berg%20France%20v%20Norway%2026%20June%2026-018.jpg","https://nn.wikipedia.org/wiki/Patrick_Berg","https://no.wikipedia.org/wiki/Patrick_Berg","1997-11-24T00:00:00Z","34","8334","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q129027","Paul Pogba","http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Pogba%20at%20the%202025%20Cannes%20Film%20Festival%2002.jpg","https://nn.wikipedia.org/wiki/Paul_Pogba","https://no.wikipedia.org/wiki/Paul_Pogba","1993-03-15T00:00:00Z","93","1091","Gabriel Hutchinson","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q44977","Pierre-Emerick Aubameyang","http://commons.wikimedia.org/wiki/Special:FilePath/1%20Pierre-Emerick%20Aubameyang%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Pierre-Emerick_Aubameyang","https://no.wikipedia.org/wiki/Pierre-Emerick_Aubameyang","1989-06-18T00:00:00Z","73","776","Chensiyuan","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q17305228","Pål Fjelde","http://commons.wikimedia.org/wiki/Special:FilePath/P%C3%A5l%20Fjelde%2029112025%20%282%29.jpg","https://no.wikipedia.org/wiki/P%C3%A5l_Fjelde","https://no.wikipedia.org/wiki/P%C3%A5l_Fjelde","1994-07-26T00:00:00Z","3","841","Timmy96","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q21621995","Kylian Mbappé","http://commons.wikimedia.org/wiki/Special:FilePath/Kylian%20Mbappe%20France%20v%20Senegal%2016%20June%202026-391%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Kylian_Mbapp%C3%A9","https://no.wikipedia.org/wiki/Kylian_Mbapp%C3%A9","1998-12-20T00:00:00Z","133","3370","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q483837","Luka Modrić","http://commons.wikimedia.org/wiki/Special:FilePath/Luka%20Modric%20Croatia%20v%20Portugal%202%20July%202026-055.jpg","https://nn.wikipedia.org/wiki/Luka_Modri%C4%87","https://no.wikipedia.org/wiki/Luka_Modri%C4%87","1985-09-09T00:00:00Z","112","1651","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q936858","Mushaga Bakenga","http://commons.wikimedia.org/wiki/Special:FilePath/Testspiel%20RB%20Salzburg%20Rosenborg%20Trondheim%20%285.%20Februar%202017%29%2046.jpg","https://no.wikipedia.org/wiki/Mushaga_Bakenga","https://no.wikipedia.org/wiki/Mushaga_Bakenga","1992-08-08T00:00:00Z","19","2485","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q20855932","Rafik Zekhnini","http://commons.wikimedia.org/wiki/Special:FilePath/Rafik%20Zekhnini%2017.jpg","https://no.wikipedia.org/wiki/Rafik_Zekhnini","https://no.wikipedia.org/wiki/Rafik_Zekhnini","1998-01-12T00:00:00Z","18","695","Peter Fiskerstrand","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q312157","Raheem Sterling","http://commons.wikimedia.org/wiki/Special:FilePath/Raheem%20Sterling%202018.jpg","https://nn.wikipedia.org/wiki/Raheem_Sterling","https://no.wikipedia.org/wiki/Raheem_Sterling","1994-12-08T00:00:00Z","75","2805","Антон Зайцев","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q64736321","Rayan Cherki","http://commons.wikimedia.org/wiki/Special:FilePath/Rayan%20Cherki%20France%20v%20Norway%2026%20June%2026-114.jpg","https://no.wikipedia.org/wiki/Rayan_Cherki","https://no.wikipedia.org/wiki/Rayan_Cherki","2003-08-17T00:00:00Z","50","1275","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q151269","Robert Lewandowski","http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Lewandowski%202018%2C%20JAP-POL%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Robert_Lewandowski","https://no.wikipedia.org/wiki/Robert_Lewandowski","1988-08-21T00:00:00Z","106","1318","Светлана Бекетова","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q20994118","Rodrigo Hernández Cascante","http://commons.wikimedia.org/wiki/Special:FilePath/Rodri%20France%20v%20Spain%207.24.26-096.jpg","https://no.wikipedia.org/wiki/Rodrigo_Hern%C3%A1ndez_Cascante","https://no.wikipedia.org/wiki/Rodrigo_Hern%C3%A1ndez_Cascante","1996-06-22T00:00:00Z","73","5399","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q313316","Romelu Lukaku","http://commons.wikimedia.org/wiki/Special:FilePath/Romelu%20Lukaku%202021.jpg","https://nn.wikipedia.org/wiki/Romelu_Lukaku","https://no.wikipedia.org/wiki/Romelu_Lukaku","1993-05-13T00:00:00Z","89","1082","Vyacheslav Evdokimov","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q56332606","Ronald Araújo","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Red%20Bull%20Salzburg%20gegen%20CF%20Barcelona%20%28Testspiel%204.%20August%202021%29%2045%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ronald_Ara%C3%BAjo","https://no.wikipedia.org/wiki/Ronald_Ara%C3%BAjo","1999-03-07T00:00:00Z","52","2646","Werner100359","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q546518","Ruben Gabrielsen","http://commons.wikimedia.org/wiki/Special:FilePath/Molde-Zenit%20%284%29%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Ruben_Gabrielsen","https://no.wikipedia.org/wiki/Ruben_Gabrielsen","1992-03-10T00:00:00Z","14","2842","Вячеслав Евдокимов","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q109640004","Ruben Kristensen Alte","http://commons.wikimedia.org/wiki/Special:FilePath/Ruben%20Alte%2014%20Viking%20FK%20UECL%2020250813%20%285%29.jpg","https://no.wikipedia.org/wiki/Ruben_Alte","https://no.wikipedia.org/wiki/Ruben_Alte","2000-02-28T00:00:00Z","5","1268","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q2621480","Ruben Yttergård Jenssen","http://commons.wikimedia.org/wiki/Special:FilePath/Ruben%20Ytterg%C3%A5rd%20Jenssen%20-%202009-09-27%20at%2020-07-30.jpg","https://no.wikipedia.org/wiki/Ruben_Ytterg%C3%A5rd_Jenssen","https://no.wikipedia.org/wiki/Ruben_Ytterg%C3%A5rd_Jenssen","1988-05-04T00:00:00Z","14","1207","Kjetil Ree","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q20675980","Sander Berge","http://commons.wikimedia.org/wiki/Special:FilePath/Sander%20Berge%20France%20v%20Norway%2026%20June%2026-025.jpg","https://nn.wikipedia.org/wiki/Sander_Berge","https://no.wikipedia.org/wiki/Sander_Berge","1998-02-14T00:00:00Z","35","3221","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q107002583","Sander Erik Kartum","http://commons.wikimedia.org/wiki/Special:FilePath/Sander%20Kartum.jpg","https://no.wikipedia.org/wiki/Sander_Kartum","https://no.wikipedia.org/wiki/Sander_Kartum","1995-10-03T00:00:00Z","6","1043","JaumeBG","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q14161163","Sander Svendsen","http://commons.wikimedia.org/wiki/Special:FilePath/Sander%20Svendsen%207%20Viking%20FK%20UECL%2020250813%20%283%29.jpg","https://no.wikipedia.org/wiki/Sander_Svendsen","https://no.wikipedia.org/wiki/Sander_Svendsen","1997-08-06T00:00:00Z","17","2362","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q105754161","Sander Tangvik","http://commons.wikimedia.org/wiki/Special:FilePath/Sander%20Tangvik%20Morocco%20v%20Norway%207%20June%202026-46.jpg","https://no.wikipedia.org/wiki/Sander_Tangvik","https://no.wikipedia.org/wiki/Sander_Tangvik","2002-11-29T00:00:00Z","23","1377","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q483309","Sergio Ramos","http://commons.wikimedia.org/wiki/Special:FilePath/Sergio%20Ramos%20Interview%202021%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Sergio_Ramos","https://no.wikipedia.org/wiki/Sergio_Ramos","1986-03-30T00:00:00Z","90","1170","Real Madrid","CC BY 3.0","https://creativecommons.org/licenses/by/3.0"
"http://www.wikidata.org/entity/Q107482808","Simen Kvia-Egeskog","http://commons.wikimedia.org/wiki/Special:FilePath/Simen%20Kvia-Egeskog%2026%20Viking%20FK%20UECL%2020250813%20%285%29.jpg","https://no.wikipedia.org/wiki/Simen_Kvia-Egeskog","https://no.wikipedia.org/wiki/Simen_Kvia-Egeskog","2003-05-26T00:00:00Z","5","887","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q116464263","Sindre Walle Egeli","http://commons.wikimedia.org/wiki/Special:FilePath/Sindre%20Walle%20Eghli.png","https://no.wikipedia.org/wiki/Sindre_Walle_Egeli","https://no.wikipedia.org/wiki/Sindre_Walle_Egeli","2006-06-21T00:00:00Z","11","3527","MilesaMFC","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q96356033","Sondre Auklend","http://commons.wikimedia.org/wiki/Special:FilePath/Sondre%20Auklend%20IMG%205210.jpg","https://no.wikipedia.org/wiki/Sondre_Auklend","https://no.wikipedia.org/wiki/Sondre_Auklend","2003-06-10T00:00:00Z","8","2501","Kristoffer Sørdal","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q62606981","Sondre Bjørshol","http://commons.wikimedia.org/wiki/Special:FilePath/Sondre%20Bj%C3%B8rshol%2018%20Viking%20FK%20UECL%2020250813%20%281%29.jpg","https://no.wikipedia.org/wiki/Sondre_Bj%C3%B8rshol","https://no.wikipedia.org/wiki/Sondre_Bj%C3%B8rshol","1994-04-30T00:00:00Z","6","921","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q111977453","Sondre Holmlund Ørjasæter","http://commons.wikimedia.org/wiki/Special:FilePath/Sondre%20%C3%98rjas%C3%A6ter%202026.jpg","https://no.wikipedia.org/wiki/Sondre_%C3%98rjas%C3%A6ter","https://no.wikipedia.org/wiki/Sondre_%C3%98rjas%C3%A6ter","2003-11-28T00:00:00Z","8","1556","BasFCT","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q16945533","Stefano Vecchia","http://commons.wikimedia.org/wiki/Special:FilePath/Stefano%20Vecchia%20%28Sirius%2C%202020%2C%20cropped%29.jpg","https://no.wikipedia.org/wiki/Stefano_Vecchia","https://no.wikipedia.org/wiki/Stefano_Vecchia","1995-01-23T00:00:00Z","11","947","Jens Backeman","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q29169607","Stian Gregersen","http://commons.wikimedia.org/wiki/Special:FilePath/Stian%20Gregersen%201.jpg","https://nn.wikipedia.org/wiki/Stian_Gregersen","https://no.wikipedia.org/wiki/Stian_Rode_Gregersen","1995-05-17T00:00:00Z","16","1319","Keiteay","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q115106256","Sverre Nypan","http://commons.wikimedia.org/wiki/Special:FilePath/Str%C3%B8msgodset%20v%20Rosenborg%20BK%2C%2029%20March%202025%20%2848%29%20%28Sverre%20Nypan%29.jpg","https://no.wikipedia.org/wiki/Sverre_Nypan","https://no.wikipedia.org/wiki/Sverre_Nypan","2006-12-19T00:00:00Z","20","2840","Ssu","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q609141","Tarik Elyounoussi","http://commons.wikimedia.org/wiki/Special:FilePath/Tarik%20Elyounoussi%202018%20-%20cropped.jpg","https://nn.wikipedia.org/wiki/Tarik_Elyounoussi","https://no.wikipedia.org/wiki/Tarik_Elyounoussi","1988-02-23T00:00:00Z","36","1137","Jakob Persson","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q100711783","Thelo Aasgaard","http://commons.wikimedia.org/wiki/Special:FilePath/Thelo%20Aasgaard%20Morocco%20v%20Norway%207%20June%202026-23.jpg","https://nn.wikipedia.org/wiki/Thelo_Aasgaard","https://no.wikipedia.org/wiki/Thelo_Aasgaard","2002-05-02T00:00:00Z","27","3201","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q43666","Thomas Müller","http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20M%C3%BCller%202022%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Thomas_M%C3%BCller","https://no.wikipedia.org/wiki/Thomas_M%C3%BCller_(fotballspiller)","1989-09-13T00:00:00Z","94","733","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q39500352","Tijjani Reijnders","http://commons.wikimedia.org/wiki/Special:FilePath/Manchester%20City%202025%2006%2026%20Juventus%20%28cropped%20to%20Reijniders%29.jpg","https://no.wikipedia.org/wiki/Tijjani_Reijnders","https://no.wikipedia.org/wiki/Tijjani_Reijnders","1998-07-29T00:00:00Z","42","719","Equipos de fútbol","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q63968167","Torbjørn Heggem","http://commons.wikimedia.org/wiki/Special:FilePath/Torbjorn%20Heggem%20France%20v%20Norway%2026%20June%2026-116.jpg","https://nn.wikipedia.org/wiki/Torbj%C3%B8rn_Heggem","https://no.wikipedia.org/wiki/Torbj%C3%B8rn_Heggem","1999-01-12T00:00:00Z","24","1871","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q21620666","Tosin Adarabioyo","http://commons.wikimedia.org/wiki/Special:FilePath/Tosin%20Adarabioyo%20FIFA%20Club%20World%20Cup%20extraction.jpg","https://no.wikipedia.org/wiki/Tosin_Adarabioyo","https://no.wikipedia.org/wiki/Tosin_Adarabioyo","1997-09-24T00:00:00Z","35","856","The White House","Public domain",""
"http://www.wikidata.org/entity/Q104381911","Ulrik Mathisen","http://commons.wikimedia.org/wiki/Special:FilePath/Ulrik%20Mathisen.jpg","https://no.wikipedia.org/wiki/Ulrik_Mathisen","https://no.wikipedia.org/wiki/Ulrik_Mathisen","1999-01-18T00:00:00Z","5","1204","Løken","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q17107066","Ulrik Saltnes","http://commons.wikimedia.org/wiki/Special:FilePath/Saltnes.jpg","https://no.wikipedia.org/wiki/Ulrik_Saltnes","https://no.wikipedia.org/wiki/Ulrik_Saltnes","1992-11-10T00:00:00Z","12","2300","Jørn Sund-Henriksen","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q275986","Valon Berisha","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Admira%20Wacker%20M%C3%B6dling%20vs.%20FC%20Red%20Bull%20Salzburg%202018-04-15%20%28056%29.jpg","https://no.wikipedia.org/wiki/Valon_Berisha","https://no.wikipedia.org/wiki/Valon_Berisha","1993-02-07T00:00:00Z","30","693","Steindy ( talk ) 21:11, 28 August 2018 (UTC)","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q127016636","Vetle Auklend","http://commons.wikimedia.org/wiki/Special:FilePath/Vetle%20Auklend%2024%20Viking%20FK%20UECL%2020250813%20%281%29.jpg","https://no.wikipedia.org/wiki/Vetle_Auklend","https://no.wikipedia.org/wiki/Vetle_Auklend","2005-03-22T00:00:00Z","5","855","Zafer","CC BY 4.0","https://creativecommons.org/licenses/by/4.0"
"http://www.wikidata.org/entity/Q62899338","Vetle Dragsnes","http://commons.wikimedia.org/wiki/Special:FilePath/Vetle%20Dragsnes.jpg","https://no.wikipedia.org/wiki/Vetle_Dragsnes","https://no.wikipedia.org/wiki/Vetle_Dragsnes","1994-02-06T00:00:00Z","6","790","Løken","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q304876","Veton Berisha","http://commons.wikimedia.org/wiki/Special:FilePath/FC%20Red%20Bull%20Salzburg%20gegen%20SK%20Rapid%20Wien%20%2810.%20September%202017%29%2027%20%28cropped%29.jpg","https://nn.wikipedia.org/wiki/Veton_Berisha","https://no.wikipedia.org/wiki/Veton_Berisha","1994-04-13T00:00:00Z","22","1241","Werner100359","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q121422889","Víctor Muñoz","http://commons.wikimedia.org/wiki/Special:FilePath/Victor%20Munoz%20Argentina%20v%20Spain%2019%20July%202026-020.jpg","https://no.wikipedia.org/wiki/V%C3%ADctor_Mu%C3%B1oz","https://no.wikipedia.org/wiki/V%C3%ADctor_Mu%C3%B1oz","2003-07-13T00:00:00Z","37","2561","Bryan Berlin","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q25253293","Victor Osimhen","http://commons.wikimedia.org/wiki/Special:FilePath/Victor-osimhen-nigeria-2024-3-4.jpg","https://no.wikipedia.org/wiki/Victor_Osimhen","https://no.wikipedia.org/wiki/Victor_Osimhen","1998-12-29T00:00:00Z","60","782","Fédération Guinéenne Football","Public domain",""
"http://www.wikidata.org/entity/Q47075606","Viktor Gyökeres","http://commons.wikimedia.org/wiki/Special:FilePath/Viktor%20Gy%C3%B6keres%202026-06-04%201%20%28cropped%29%201.jpg","https://no.wikipedia.org/wiki/Viktor_Gy%C3%B6keres","https://no.wikipedia.org/wiki/Viktor_Gy%C3%B6keres","1998-06-04T00:00:00Z","57","1401","Mikael Hervestad","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
