item,itemLabel,image,article,rankArticle,manufacturerLabel,vehicleTypeLabel,productionStart,sitelinks,iconic,pageviews,imageAuthor,imageLicense,imageLicenseUrl
"http://www.wikidata.org/entity/Q1322630","Maserati 3200 GT","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%203200%20GT%20-%20Flickr%20-%20Alexandre%20Pr%C3%A9vot%20%283%29.jpg","https://no.wikipedia.org/wiki/Maserati_3200_GT","https://no.wikipedia.org/wiki/Maserati_3200_GT","Fiat","grand tourer","","22","0","46","Alexandre Prévot from Nancy, France","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q1850430","Maserati 3500 GT","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%203500%20GT%20front.jpg","https://no.wikipedia.org/wiki/Maserati_3500_GT","https://no.wikipedia.org/wiki/Maserati_3500_GT","Fiat","grand tourer","","17","0","27","Abehn","Public domain",""
"http://www.wikidata.org/entity/Q1907012","Maserati 5000 GT","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%205000GT.jpg","https://no.wikipedia.org/wiki/Maserati_5000_GT","https://no.wikipedia.org/wiki/Maserati_5000_GT","Fiat","grand tourer","","15","0","18","User Jagvar on en.wikipedia","Public domain",""
"http://www.wikidata.org/entity/Q556825","Maserati A6","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20A6G%202000%20Zagato%20white%20vl%20TCE.jpg","https://no.wikipedia.org/wiki/Maserati_A6","https://no.wikipedia.org/wiki/Maserati_A6","Fiat","grand tourer","","13","0","9","Stahlkocher","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1352931","Maserati Ghibli","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20Ghibli%20I%20Classic-Gala%202021%201X7A0263.jpg","https://no.wikipedia.org/wiki/Maserati_Ghibli","https://no.wikipedia.org/wiki/Maserati_Ghibli","Fiat","grand tourer","","22","0","37","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q123038","Maserati GranTurismo","http://commons.wikimedia.org/wiki/Special:FilePath/2024%20Maserati%20GranTurismo%20Trofeo%20in%20Grigio%20Cangiante%2C%20front%20right.jpg","https://no.wikipedia.org/wiki/Maserati_GranTurismo","https://no.wikipedia.org/wiki/Maserati_GranTurismo","Fiat","Sportsbil","","30","0","62","Ethan Llamas","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1767422","Maserati Indy","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20Indy%204700%20Classic-Gala%202025%20DSC%200909.jpg","https://no.wikipedia.org/wiki/Maserati_Indy","https://no.wikipedia.org/wiki/Maserati_Indy","Maserati","grand tourer","","16","0","14","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1851994","Maserati Khamsin","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20Khamsin%20brown.jpg","https://no.wikipedia.org/wiki/Maserati_Khamsin","https://no.wikipedia.org/wiki/Maserati_Khamsin","Fiat","Sportsbil","","18","0","31","Brian Snelson","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q389575","Maserati MC12","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati.MC12.JPG","https://no.wikipedia.org/wiki/Maserati_MC12","https://no.wikipedia.org/wiki/Maserati_MC12","Maserati","superbil","","27","0","25","Jbattersby","Public domain",""
"http://www.wikidata.org/entity/Q85846574","Maserati MC20","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20MC20%20Cielo%20IAA%202023%201X7A0050.jpg","https://no.wikipedia.org/wiki/Maserati_MC20","https://no.wikipedia.org/wiki/Maserati_MC20","Maserati","Sportsbil","","20","0","30","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1907047","Maserati Sebring","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati-3500gti.jpg","https://no.wikipedia.org/wiki/Maserati_Sebring","https://no.wikipedia.org/wiki/Maserati_Sebring","Maserati","grand tourer","","14","0","17","Snowdog","Public domain",""
"http://www.wikidata.org/entity/Q1528403","Maserati Shamal","http://commons.wikimedia.org/wiki/Special:FilePath/Maserati%20Shamal%20Front.jpg","https://no.wikipedia.org/wiki/Maserati_Shamal","https://no.wikipedia.org/wiki/Maserati_Shamal","Fiat","Sportsbil","","14","0","31","JaayJay","Public domain",""
"http://www.wikidata.org/entity/Q127110","Mazda MX-5","http://commons.wikimedia.org/wiki/Special:FilePath/Mazda%20MX-5%20RF%20IMG%207340.jpg","https://no.wikipedia.org/wiki/Mazda_MX-5","https://no.wikipedia.org/wiki/Mazda_MX-5","Mazda","roadster","","26","1","294","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q861634","Mazda RX-7","http://commons.wikimedia.org/wiki/Special:FilePath/Mazda-rx7-3rd-generation01%20%28cropped%29.jpg","https://no.wikipedia.org/wiki/Mazda_RX-7","https://no.wikipedia.org/wiki/Mazda_RX-7","Mazda","Sportsbil","","33","1","226","Taisyo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q520673","Mazda RX-8","http://commons.wikimedia.org/wiki/Special:FilePath/Mazda%20RX-8%20on%20freeway.jpg","https://no.wikipedia.org/wiki/Mazda_RX-8","https://no.wikipedia.org/wiki/Mazda_RX-8","Mazda","Sportsbil","","36","1","107","Fir0002","GFDL 1.2","https://www.gnu.org/licenses/old-licenses/fdl-1.2.html"
"http://www.wikidata.org/entity/Q15770155","McLaren 650S","http://commons.wikimedia.org/wiki/Special:FilePath/The%20frontview%20of%20McLaren%20650S%20Coup%C3%A9%20%28cropped%29.JPG","https://no.wikipedia.org/wiki/McLaren_650S","https://no.wikipedia.org/wiki/McLaren_650S","McLaren Automotive","Sportsbil","","23","0","19","Tokumeigakarinoaoshima","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q3353470","McLaren F1 LM","http://commons.wikimedia.org/wiki/Special:FilePath/McLaren%20F1%20LM.jpg","https://no.wikipedia.org/wiki/McLaren_F1_LM","https://no.wikipedia.org/wiki/McLaren_F1_LM","McLaren Automotive","superbil","","8","0","16","robad0b","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0"
"http://www.wikidata.org/entity/Q883066","Melkus RS 1000","http://commons.wikimedia.org/wiki/Special:FilePath/Melkus%20RS%201000%20Classic-Gala%202021%201X7A0093.jpg","https://no.wikipedia.org/wiki/Melkus_RS_1000","https://no.wikipedia.org/wiki/Melkus_RS_1000","Melkus","Sportsbil","","11","0","35","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q745023","Mercedes-Benz 300SL","http://commons.wikimedia.org/wiki/Special:FilePath/Mercedes%20300SL%20grijs%20N%C3%BCrburgring%202006%20small.jpg","https://no.wikipedia.org/wiki/Mercedes-Benz_300SL","https://no.wikipedia.org/wiki/Mercedes-Benz_300SL","Daimler-Benz AG","superbil","","30","1","160","Zefke","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q207624","Mercedes-Benz SLR McLaren","http://commons.wikimedia.org/wiki/Special:FilePath/Mercedes-Benz%20SLR%20McLaren%202.jpg","https://no.wikipedia.org/wiki/Mercedes-Benz_SLR_McLaren","https://no.wikipedia.org/wiki/Mercedes-Benz_SLR_McLaren","Daimler AG","superbil","","41","0","117","Cars en travel","Public domain",""
"http://www.wikidata.org/entity/Q476636","Mercedes-Benz SLS AMG","http://commons.wikimedia.org/wiki/Special:FilePath/SLS%20AMG%20Roadster.jpg","https://no.wikipedia.org/wiki/Mercedes-Benz_SLS_AMG","https://no.wikipedia.org/wiki/Mercedes-Benz_SLS_AMG","Daimler AG","Sportsbil","","34","0","99","Stefan Krause, Germany","FAL","https://artlibre.org/licence/lal/en"
"http://www.wikidata.org/entity/Q2531924","Mitsuoka Orochi","http://commons.wikimedia.org/wiki/Special:FilePath/Mitsuoka%20Orochi%20Nude%20Top%20Roadstar.JPG","https://no.wikipedia.org/wiki/Mitsuoka_Orochi","https://no.wikipedia.org/wiki/Mitsuoka_Orochi","Mitsuoka","Sportsbil","","16","0","29","Kim H Yusuke","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1724595","Nissan 200SX","http://commons.wikimedia.org/wiki/Special:FilePath/Nissan%20Lucino-Hach%201500BB%20FN15.JPG","https://no.wikipedia.org/wiki/Nissan_200SX","https://no.wikipedia.org/wiki/Nissan_200SX","Nissan","Sportsbil","","12","0","167","DY5W-sport","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q499109","Nissan GT-R","http://commons.wikimedia.org/wiki/Special:FilePath/2025%20Nissan%20GT-R%20Premium%20edition.jpg","https://no.wikipedia.org/wiki/Nissan_GT-R","https://no.wikipedia.org/wiki/Nissan_GT-R","Nissan","superbil","","40","1","191","TTTNIS","CC0","https://creativecommons.org/publicdomain/zero/1.0/deed.en"
"http://www.wikidata.org/entity/Q1128000","Opel GT","http://commons.wikimedia.org/wiki/Special:FilePath/Opel%20GT.JPG","https://no.wikipedia.org/wiki/Opel_GT","https://no.wikipedia.org/wiki/Opel_GT","Opel","Sportsbil","","23","0","65","Thomas doerfer","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q913055","Opel Speedster","http://commons.wikimedia.org/wiki/Special:FilePath/Opel%20Speedster%20Blue.jpg","https://no.wikipedia.org/wiki/Opel_Speedster","https://no.wikipedia.org/wiki/Opel_Speedster","Opel","Sportsbil","","21","0","78","Apmannen","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q848965","Pagani Zonda","http://commons.wikimedia.org/wiki/Special:FilePath/Pagani%20Zonda%20C12%20%27chassis%20001%27%20Genf%202019%201Y7A5382.jpg","https://no.wikipedia.org/wiki/Pagani_Zonda","https://no.wikipedia.org/wiki/Pagani_Zonda","Pagani","superbil","","29","1","95","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q3141167","Pontiac Trans Am","http://commons.wikimedia.org/wiki/Special:FilePath/PontiacTransAmWS6RamAir.jpg","https://no.wikipedia.org/wiki/Pontiac_Trans_Am","https://no.wikipedia.org/wiki/Pontiac_Trans_Am","Pontiac","Sportsbil","","8","1","155","Brian Snelson","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q596504","Porsche 356","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20356%20B%20Classic-Gala%202021%201X7A0119.jpg","https://no.wikipedia.org/wiki/Porsche_356","https://no.wikipedia.org/wiki/Porsche_356","Porsche","Sportsbil","","31","1","134","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q219357","Porsche 911","http://commons.wikimedia.org/wiki/Special:FilePath/2025%20Porsche%20992%20Carrera%20convertible%20Auto%20Zuerich%202024%20DSC%206527.jpg","https://no.wikipedia.org/wiki/Porsche_911","https://no.wikipedia.org/wiki/Porsche_911","Porsche","Sportsbil","","55","1","466","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1126576","Porsche 912","http://commons.wikimedia.org/wiki/Special:FilePath/Roter%20Porsche%20912%20Baujahr%201968.jpg","https://no.wikipedia.org/wiki/Porsche_912","https://no.wikipedia.org/wiki/Porsche_912","Porsche","Sportsbil","","27","0","83","Rizzo","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1347004","Porsche 914","http://commons.wikimedia.org/wiki/Special:FilePath/VW-Porsche%20914%20am%2017.06.2007.jpg","https://no.wikipedia.org/wiki/Porsche_914","https://no.wikipedia.org/wiki/Porsche_914","Volkswagen","Sportsbil","","27","1","83","","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q962317","Porsche 918 Spyder","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20918%20Spyder%20IAA%202013.jpg","https://no.wikipedia.org/wiki/Porsche_918_Spyder","https://no.wikipedia.org/wiki/Porsche_918_Spyder","Porsche","superbil","","37","0","64","Thomas Wolf , www.foto-tw.de","CC BY-SA 3.0 de","https://creativecommons.org/licenses/by-sa/3.0/de/deed.en"
"http://www.wikidata.org/entity/Q578057","Porsche 928","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20928%20Classic-Days%202022%20DSC%200022.jpg","https://no.wikipedia.org/wiki/Porsche_928","https://no.wikipedia.org/wiki/Porsche_928","Porsche","Sportsbil","","31","1","294","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1125114","Porsche 944","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20944%20Frontansicht.jpg","https://no.wikipedia.org/wiki/Porsche_944","https://no.wikipedia.org/wiki/Porsche_944","Porsche","Sportsbil","","31","1","199","Abehn","Public domain",""
"http://www.wikidata.org/entity/Q575937","Porsche 959","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20959%20GIMS%202024%201X7A2269.jpg","https://no.wikipedia.org/wiki/Porsche_959","https://no.wikipedia.org/wiki/Porsche_959","Porsche","superbil","","25","1","72","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1360380","Porsche 968","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20968%20front%2020071004.jpg","https://no.wikipedia.org/wiki/Porsche_968","https://no.wikipedia.org/wiki/Porsche_968","Porsche","Sportsbil","","28","0","121","Rudolf Stricker","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q463640","Porsche Boxster","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20718%20Boxster%20T%20Genf%202019%201Y7A5424.jpg","https://no.wikipedia.org/wiki/Porsche_Boxster","https://no.wikipedia.org/wiki/Porsche_Boxster","Porsche","Sportsbil","","37","0","171","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q748454","Porsche Carrera GT","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20Carrera%20GT%20-%20Goodwood%20Breakfast%20Club%20%28July%202008%29.jpg","https://no.wikipedia.org/wiki/Porsche_Carrera_GT","https://no.wikipedia.org/wiki/Porsche_Carrera_GT","Porsche","superbil","","34","1","164","Brian Snelson from Hockley, Essex, England","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q247971","Porsche Cayman","http://commons.wikimedia.org/wiki/Special:FilePath/Porsche%20718%20Cayman%20GT4%20Motorworld%20Munich%201X7A0061.jpg","https://no.wikipedia.org/wiki/Porsche_Cayman","https://no.wikipedia.org/wiki/Porsche_Cayman","Porsche","Sportsbil","","32","0","125","Alexander-93","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q282617","Shelby Mustang","http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Mustang%20Shelby%20G.T.%20500.jpg","https://no.wikipedia.org/wiki/Shelby_Mustang","https://no.wikipedia.org/wiki/Shelby_Mustang","Ford Motor Company","muskelbil","","21","0","106","Alexander Migl","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1476445","SAAB GT750","http://commons.wikimedia.org/wiki/Special:FilePath/1959-SAAB93B-750GT.jpg","https://no.wikipedia.org/wiki/SAAB_GT750","https://no.wikipedia.org/wiki/SAAB_GT750","SAAB","Sportsbil","","8","0","65","Liftarn","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q420564","SAAB Sonett","http://commons.wikimedia.org/wiki/Special:FilePath/SAAB94.jpg","https://no.wikipedia.org/wiki/SAAB_Sonett","https://no.wikipedia.org/wiki/SAAB_Sonett","SAAB","Sportsbil","","16","1","271","Liftarn","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q210893","Tesla Roadster","http://commons.wikimedia.org/wiki/Special:FilePath/Tesla%20Roadster%202011%20in%20Hobart%2C%20Tasmania.jpg","https://nn.wikipedia.org/wiki/Tesla_Roadster","https://no.wikipedia.org/wiki/Tesla_Roadster","Tesla, Inc.","Sportsbil","","41","0","258","Chuq","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1324772","Toyota 2000GT","http://commons.wikimedia.org/wiki/Special:FilePath/TOYOTA%202000GT.jpg","https://no.wikipedia.org/wiki/Toyota_2000GT","https://no.wikipedia.org/wiki/Toyota_2000GT","Toyota Motor Corporation","Sportsbil","","27","1","119","","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q334040","Toyota Celica","http://commons.wikimedia.org/wiki/Special:FilePath/Toyota%20Celica%20T230%20GT-S%20%28XLS%20887%29%20%281%29.jpg","https://no.wikipedia.org/wiki/Toyota_Celica","https://no.wikipedia.org/wiki/Toyota_Celica","Toyota Motor Corporation","Sportsbil","","38","1","285","Ethan Llamas","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1138779","Toyota GT86","http://commons.wikimedia.org/wiki/Special:FilePath/Subaru%20BRZ%20%2C%20Toronto.jpg","https://no.wikipedia.org/wiki/Toyota_GT86","https://no.wikipedia.org/wiki/Toyota_GT86","Subaru","Sportsbil","","28","0","130","Fabian Roudra Baroi","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q1161691","Toyota MR2","http://commons.wikimedia.org/wiki/Special:FilePath/1997%20Toyota%20MR2%20GT.jpg","https://no.wikipedia.org/wiki/Toyota_MR2","https://no.wikipedia.org/wiki/Toyota_MR2","Toyota Motor Corporation","Sportsbil","1984-01-01T00:00:00Z","27","1","257","Calreyn88","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0"
"http://www.wikidata.org/entity/Q647404","Toyota Supra","http://commons.wikimedia.org/wiki/Special:FilePath/Toyota%20GR%20Supra%20%2854487414218%29.jpg","https://no.wikipedia.org/wiki/Toyota_Supra","https://no.wikipedia.org/wiki/Toyota_Supra","Toyota Motor Corporation","Sportsbil","","43","1","306","Tony Hisgett","CC BY 2.0","https://creativecommons.org/licenses/by/2.0"
"http://www.wikidata.org/entity/Q1498471","Triumph TR4","http://commons.wikimedia.org/wiki/Special:FilePath/Triumph%20TR4%20%28Hudson%29.JPG","https://no.wikipedia.org/wiki/Triumph_TR4","https://no.wikipedia.org/wiki/Triumph_TR4","Triumph","Sportsbil","","12","0","42","Bull-Doser","Public domain",""
"http://www.wikidata.org/entity/Q2003911","Ultima GTR","http://commons.wikimedia.org/wiki/Special:FilePath/Ultima%20GTR%202005.jpg","https://no.wikipedia.org/wiki/Ultima_GTR","https://no.wikipedia.org/wiki/Ultima_GTR","Ultima Sports","superbil","","11","0","39","DeFacto","CC BY-SA 2.5","https://creativecommons.org/licenses/by-sa/2.5"
"http://www.wikidata.org/entity/Q917166","Volkswagen Corrado","http://commons.wikimedia.org/wiki/Special:FilePath/Corrado%20rear.jpg","https://no.wikipedia.org/wiki/Volkswagen_Corrado","https://no.wikipedia.org/wiki/Volkswagen_Corrado","Volkswagen Group","Sportsbil","","28","0","96","Marcus Benthaus at de.wikipedia","CC BY-SA 2.0 de","https://creativecommons.org/licenses/by-sa/2.0/de/deed.en"
"http://www.wikidata.org/entity/Q1138262","Volkswagen Karmann Ghia","http://commons.wikimedia.org/wiki/Special:FilePath/Volkswagen%20Type%2014%2013-4-07.jpg","https://no.wikipedia.org/wiki/Volkswagen_Karmann_Ghia","https://no.wikipedia.org/wiki/Volkswagen_Karmann_Ghia","Volkswagen Group","Sportsbil","","21","1","197","Oxyman","CC BY 2.5","https://creativecommons.org/licenses/by/2.5"
"http://www.wikidata.org/entity/Q835078","Volkswagen Scirocco","http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20VW%20Scirocco%20III%20R%20fr%20IAA%202009.JPG","https://no.wikipedia.org/wiki/Volkswagen_Scirocco","https://no.wikipedia.org/wiki/Volkswagen_Scirocco","Volkswagen Group","Sportsbil","","31","0","177","Matti Blume","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0"
"http://www.wikidata.org/entity/Q1417558","Volvo 262C","http://commons.wikimedia.org/wiki/Special:FilePath/Silver%20volvo%20262%20front.jpg","https://no.wikipedia.org/wiki/Volvo_262C","https://no.wikipedia.org/wiki/Volvo_262C","Volvo Personvagnar","grand tourer","","10","0","125","Matti Blume, MB-one","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/"
"http://www.wikidata.org/entity/Q1755988","Volvo 780","http://commons.wikimedia.org/wiki/Special:FilePath/Volvo780.jpg","https://no.wikipedia.org/wiki/Volvo_780","https://no.wikipedia.org/wiki/Volvo_780","Aktiebolaget Volvo","grand tourer","","9","0","224","Jagvar","Public domain",""
